"","CHR","POS1","POS2","N_CHR","R.2","D","Dprime","DIST","LEVEL","Rep","DIST_MB"
"96",1,3076040,3292257,100,0.0526316,0.025,1,216217,"[0,5e+05)","2",0.216217
"97",1,21952049,22053198,100,0.960784,-0.245,-1,101149,"[0,5e+05)","2",0.101149
"98",1,22690331,22789095,100,0.0989011,0.045,1,98764,"[0,5e+05)","2",0.098764
"99",1,12345999,12528778,100,1,-0.25,-1,182779,"[0,5e+05)","2",0.182779
"100",1,19978466,20196754,100,0.25,-0.1,-1,218288,"[0,5e+05)","2",0.218288
"101",1,10092013,10626997,100,0.0570175,0.026,1,534984,"[5e+05,1e+06)","2",0.534984
"102",1,19901875,20887884,100,1,0.25,1,986009,"[5e+05,1e+06)","2",0.986009
"103",1,19055238,19588726,100,0.923077,0.24,1,533488,"[5e+05,1e+06)","2",0.533488
"104",1,7144875,8107621,100,0.960784,0.245,1,962746,"[5e+05,1e+06)","2",0.962746
"105",1,6929927,7804557,100,0.754386,-0.215,-1,874630,"[5e+05,1e+06)","2",0.87463
"106",1,14758930,15292001,100,0.960784,-0.245,-1,533071,"[5e+05,1e+06)","2",0.533071
"107",1,11263313,11990071,100,1,-0.25,-1,726758,"[5e+05,1e+06)","2",0.726758
"108",1,22096897,22836225,100,1,-0.25,-1,739328,"[5e+05,1e+06)","2",0.739328
"109",1,15052561,15634711,100,0.886792,-0.235,-1,582150,"[5e+05,1e+06)","2",0.58215
"110",1,11559065,12416416,100,0.111111,-0.05,-1,857351,"[5e+05,1e+06)","2",0.857351
"111",1,13574277,14279316,100,1,0.25,1,705039,"[5e+05,1e+06)","2",0.705039
"112",1,22650000,23591814,100,0.0752688,0.035,1,941814,"[5e+05,1e+06)","2",0.941814
"113",1,17441158,18092462,100,0.204819,-0.085,-1,651304,"[5e+05,1e+06)","2",0.651304
"114",1,9517869,10397173,100,0.923077,0.24,1,879304,"[5e+05,1e+06)","2",0.879304
"115",1,11656505,12595326,100,1,-0.25,-1,938821,"[5e+05,1e+06)","2",0.938821
"116",1,8444189,9376405,100,1,0.25,1,932216,"[5e+05,1e+06)","2",0.932216
"117",1,17069581,17616806,100,1,-0.25,-1,547225,"[5e+05,1e+06)","2",0.547225
"118",1,3330599,4192995,100,0.923077,0.24,1,862396,"[5e+05,1e+06)","2",0.862396
"119",1,7240227,7837443,100,0.960784,0.245,1,597216,"[5e+05,1e+06)","2",0.597216
"120",1,20407580,21294512,100,1,0.25,1,886932,"[5e+05,1e+06)","2",0.886932
"121",1,16960208,17723127,100,1,0.25,1,762919,"[5e+05,1e+06)","2",0.762919
"122",1,4565171,5517135,100,0.846164,-0.2296,-0.919872,951964,"[5e+05,1e+06)","2",0.951964
"123",1,5662996,6458776,100,0.0985325,0.047,1,795780,"[5e+05,1e+06)","2",0.79578
"124",1,8496301,9488951,100,0.0752688,0.035,1,992650,"[5e+05,1e+06)","2",0.99265
"125",1,20139794,21126395,100,1,0.25,1,986601,"[5e+05,1e+06)","2",0.986601
"126",1,9037217,9692458,100,0.886792,0.235,1,655241,"[5e+05,1e+06)","2",0.655241
"127",1,7895163,8867612,100,0.746522,0.2144,0.955437,972449,"[5e+05,1e+06)","2",0.972449
"128",1,658625,1429056,100,0.666667,0.2,1,770431,"[5e+05,1e+06)","2",0.770431
"129",1,363452,910240,100,0.428571,0.15,1,546788,"[5e+05,1e+06)","2",0.546788
"130",1,18950923,19588726,100,1,-0.25,-1,637803,"[5e+05,1e+06)","2",0.637803
"131",1,22801637,23778468,100,1,-0.25,-1,976831,"[5e+05,1e+06)","2",0.976831
"132",1,2402916,3121669,100,1,0.25,1,718753,"[5e+05,1e+06)","2",0.718753
"133",1,12148812,12843894,100,1,0.25,1,695082,"[5e+05,1e+06)","2",0.695082
"134",1,2693226,3225113,100,0.847583,-0.2297,-0.958281,531887,"[5e+05,1e+06)","2",0.531887
"135",1,2745347,3739284,100,0.960784,0.245,1,993937,"[5e+05,1e+06)","2",0.993937
"136",1,10359789,11020007,100,1,-0.25,-1,660218,"[5e+05,1e+06)","2",0.660218
"137",1,776333,1476576,100,1,0.25,1,700243,"[5e+05,1e+06)","2",0.700243
"138",1,1283081,1871918,100,0.960784,0.245,1,588837,"[5e+05,1e+06)","2",0.588837
"139",1,434285,965874,100,1,-0.25,-1,531589,"[5e+05,1e+06)","2",0.531589
"140",1,5404272,5952152,100,1,-0.25,-1,547880,"[5e+05,1e+06)","2",0.54788
"141",1,8011023,8745274,100,0.960784,0.245,1,734251,"[5e+05,1e+06)","2",0.734251
"142",1,10281765,10936024,100,1,0.25,1,654259,"[5e+05,1e+06)","2",0.654259
"143",1,17999358,18544688,100,0.0526316,-0.025,-1,545330,"[5e+05,1e+06)","2",0.54533
"144",1,1508742,2296592,100,0.0869565,-0.04,-1,787850,"[5e+05,1e+06)","2",0.78785
"145",1,1508742,2283988,100,0.0869565,0.04,1,775246,"[5e+05,1e+06)","2",0.775246
"146",1,8999899,9638957,100,0.111111,0.05,1,639058,"[5e+05,1e+06)","2",0.639058
"147",1,12360135,13323860,100,0.886878,0.2352,1,963725,"[5e+05,1e+06)","2",0.963725
"148",1,11403045,11908885,100,1,0.25,1,505840,"[5e+05,1e+06)","2",0.50584
"149",1,1350954,2069573,100,1,-0.25,-1,718619,"[5e+05,1e+06)","2",0.718619
"150",1,4139482,4868906,100,0.886792,-0.235,-1,729424,"[5e+05,1e+06)","2",0.729424
"151",1,21177716,22086006,100,0.886792,0.235,1,908290,"[5e+05,1e+06)","2",0.90829
"152",1,738551,1461213,100,0.710145,-0.21,-0.913043,722662,"[5e+05,1e+06)","2",0.722662
"153",1,4204710,4740650,100,1,-0.25,-1,535940,"[5e+05,1e+06)","2",0.53594
"154",1,18016001,18576832,100,1,-0.25,-1,560831,"[5e+05,1e+06)","2",0.560831
"155",1,658625,1197510,100,0.615385,-0.192,-1,538885,"[5e+05,1e+06)","2",0.538885
"156",1,7947186,8879334,100,1,-0.25,-1,932148,"[5e+05,1e+06)","2",0.932148
"157",1,6080837,6977920,100,0.960784,-0.245,-1,897083,"[5e+05,1e+06)","2",0.897083
"158",1,5568545,6131536,100,0.960784,-0.245,-1,562991,"[5e+05,1e+06)","2",0.562991
"159",1,658625,1593711,100,0.666667,-0.2,-1,935086,"[5e+05,1e+06)","2",0.935086
"160",1,12555561,13409357,100,0.886792,-0.235,-1,853796,"[5e+05,1e+06)","2",0.853796
"161",1,6334182,7134684,100,0.886792,-0.235,-1,800502,"[5e+05,1e+06)","2",0.800502
"162",1,22534827,23455960,100,1,-0.25,-1,921133,"[5e+05,1e+06)","2",0.921133
"163",1,11043884,11632387,100,1,-0.25,-1,588503,"[5e+05,1e+06)","2",0.588503
"164",1,22072824,22890258,100,1,0.25,1,817434,"[5e+05,1e+06)","2",0.817434
"165",1,2780592,3397499,100,1,0.25,1,616907,"[5e+05,1e+06)","2",0.616907
"166",1,19450660,20407580,100,1,0.25,1,956920,"[5e+05,1e+06)","2",0.95692
"167",1,22614338,23602296,100,0.847583,0.2297,0.958281,987958,"[5e+05,1e+06)","2",0.987958
"168",1,4149661,4656965,100,1,-0.25,-1,507304,"[5e+05,1e+06)","2",0.507304
"169",1,7073697,7763894,100,1,-0.25,-1,690197,"[5e+05,1e+06)","2",0.690197
"170",1,14136977,14914909,100,0.724138,0.21,1,777932,"[5e+05,1e+06)","2",0.777932
"171",1,6892976,7837443,100,0.0664351,0.0306,1,944467,"[5e+05,1e+06)","2",0.944467
"172",1,10997096,11729168,100,1,-0.25,-1,732072,"[5e+05,1e+06)","2",0.732072
"173",1,4373076,5347735,100,1,-0.25,-1,974659,"[5e+05,1e+06)","2",0.974659
"174",1,11355017,11922957,100,0.25,-0.1,-1,567940,"[5e+05,1e+06)","2",0.56794
"175",1,10515360,11033859,100,0.960784,-0.245,-1,518499,"[5e+05,1e+06)","2",0.518499
"176",1,13396011,14364947,100,1,0.25,1,968936,"[5e+05,1e+06)","2",0.968936
"177",1,7170370,7804557,100,0.754386,0.215,1,634187,"[5e+05,1e+06)","2",0.634187
"178",1,2081535,2966602,100,0.960784,0.245,1,885067,"[5e+05,1e+06)","2",0.885067
"179",1,6013185,6560091,100,0.923077,-0.24,-1,546906,"[5e+05,1e+06)","2",0.546906
"180",1,20643046,21578033,100,0.960784,-0.245,-1,934987,"[5e+05,1e+06)","2",0.934987
"181",1,18659422,19651860,100,0.960784,0.245,1,992438,"[5e+05,1e+06)","2",0.992438
"182",1,12968538,13861062,100,0.923077,0.24,1,892524,"[5e+05,1e+06)","2",0.892524
"183",1,9606783,10384933,100,0.886792,0.235,1,778150,"[5e+05,1e+06)","2",0.77815
"184",1,11865739,12606783,100,0.393174,0.145,0.935484,741044,"[5e+05,1e+06)","2",0.741044
"185",1,7084697,7763894,100,1,-0.25,-1,679197,"[5e+05,1e+06)","2",0.679197
"186",1,14197323,15141739,100,1,-0.25,-1,944416,"[5e+05,1e+06)","2",0.944416
"187",1,15513178,16153686,100,1,-0.25,-1,640508,"[5e+05,1e+06)","2",0.640508
"188",1,1054622,1604656,100,1,0.25,1,550034,"[5e+05,1e+06)","2",0.550034
"189",1,6676180,7527983,100,0.810324,-0.225,-0.918367,851803,"[5e+05,1e+06)","2",0.851803
"190",1,5701226,6216996,100,0.960784,0.245,1,515770,"[5e+05,1e+06)","2",0.51577
"191",1,3544952,4450062,100,0.111111,-0.05,-1,905110,"[5e+05,1e+06)","2",0.90511
"192",1,8833360,9517869,100,0.696356,0.2064,1,684509,"[5e+05,1e+06)","2",0.684509
"193",1,9088267,9746573,100,1,0.25,1,658306,"[5e+05,1e+06)","2",0.658306
"194",1,18566694,19334056,100,1,0.25,1,767362,"[5e+05,1e+06)","2",0.767362
"195",1,3253719,3953714,100,1,-0.25,-1,699995,"[5e+05,1e+06)","2",0.699995
"196",1,20341727,21067067,100,1,-0.25,-1,725340,"[5e+05,1e+06)","2",0.72534
"197",1,5424654,6344586,100,0.0083632,-0.007,-1,919932,"[5e+05,1e+06)","2",0.919932
"198",1,1750206,2313699,100,1,0.25,1,563493,"[5e+05,1e+06)","2",0.563493
"199",1,15828433,16630582,100,1,-0.25,-1,802149,"[5e+05,1e+06)","2",0.802149
"200",1,14903476,15739259,100,0.960784,-0.245,-1,835783,"[5e+05,1e+06)","2",0.835783
"201",1,9692458,10762197,100,1,-0.25,-1,1069739,"[1e+06,1.5e+06)","2",1.069739
"202",1,6573861,7633009,100,0.923077,-0.24,-1,1059148,"[1e+06,1.5e+06)","2",1.059148
"203",1,18482299,19539896,100,0.923077,-0.24,-1,1057597,"[1e+06,1.5e+06)","2",1.057597
"204",1,2717849,3817694,100,1,-0.25,-1,1099845,"[1e+06,1.5e+06)","2",1.099845
"205",1,8166347,9376405,100,1,-0.25,-1,1210058,"[1e+06,1.5e+06)","2",1.210058
"206",1,3041385,4161849,100,0.960784,-0.245,-1,1120464,"[1e+06,1.5e+06)","2",1.120464
"207",1,7804557,8851693,100,0.592732,0.1892,1,1047136,"[1e+06,1.5e+06)","2",1.047136
"208",1,4740650,6000947,100,0.9216,-0.24,-0.96,1260297,"[1e+06,1.5e+06)","2",1.260297
"209",1,15969498,17420052,100,0.666667,-0.2,-1,1450554,"[1e+06,1.5e+06)","2",1.450554
"210",1,12272781,13670529,100,1,0.25,1,1397748,"[1e+06,1.5e+06)","2",1.397748
"211",1,17081553,18092462,100,0.204819,0.085,1,1010909,"[1e+06,1.5e+06)","2",1.010909
"212",1,13421033,14828040,100,1,0.25,1,1407007,"[1e+06,1.5e+06)","2",1.407007
"213",1,9066283,10192595,100,1,-0.25,-1,1126312,"[1e+06,1.5e+06)","2",1.126312
"214",1,1858548,3264763,100,1,0.25,1,1406215,"[1e+06,1.5e+06)","2",1.406215
"215",1,17383874,18576832,100,1,-0.25,-1,1192958,"[1e+06,1.5e+06)","2",1.192958
"216",1,13378553,14619092,100,1,-0.25,-1,1240539,"[1e+06,1.5e+06)","2",1.240539
"217",1,1088143,2504085,100,0.428571,-0.15,-1,1415942,"[1e+06,1.5e+06)","2",1.415942
"218",1,4432705,5550763,100,0.960784,-0.245,-1,1118058,"[1e+06,1.5e+06)","2",1.118058
"219",1,16527448,17600133,100,0.960784,0.245,1,1072685,"[1e+06,1.5e+06)","2",1.072685
"220",1,1476576,2575566,100,1,0.25,1,1098990,"[1e+06,1.5e+06)","2",1.09899
"221",1,2652839,3827862,100,1,-0.25,-1,1175023,"[1e+06,1.5e+06)","2",1.175023
"222",1,11222952,12692840,100,1,-0.25,-1,1469888,"[1e+06,1.5e+06)","2",1.469888
"223",1,20270668,21336588,100,1,0.25,1,1065920,"[1e+06,1.5e+06)","2",1.06592
"224",1,21756580,22811833,100,0.886792,-0.235,-1,1055253,"[1e+06,1.5e+06)","2",1.055253
"225",1,8082114,9144071,100,1,0.25,1,1061957,"[1e+06,1.5e+06)","2",1.061957
"226",1,444665,1883874,100,1,0.25,1,1439209,"[1e+06,1.5e+06)","2",1.439209
"227",1,12628548,13832295,100,0.9216,-0.24,-0.96,1203747,"[1e+06,1.5e+06)","2",1.203747
"228",1,14041155,15416309,100,0.754386,-0.215,-1,1375154,"[1e+06,1.5e+06)","2",1.375154
"229",1,17260064,18732165,100,0.886792,0.235,1,1472101,"[1e+06,1.5e+06)","2",1.472101
"230",1,13861062,15186786,100,0.923077,0.24,1,1325724,"[1e+06,1.5e+06)","2",1.325724
"231",1,16132036,17396180,100,1,0.25,1,1264144,"[1e+06,1.5e+06)","2",1.264144
"232",1,7391803,8507987,100,0.923077,0.24,1,1116184,"[1e+06,1.5e+06)","2",1.116184
"233",1,3330599,4432705,100,0.883864,0.2348,0.95915,1102106,"[1e+06,1.5e+06)","2",1.102106
"234",1,11908885,13190583,100,0.960784,0.245,1,1281698,"[1e+06,1.5e+06)","2",1.281698
"235",1,18443147,19489518,100,0.0752688,0.035,1,1046371,"[1e+06,1.5e+06)","2",1.046371
"236",1,16143114,17441158,100,1,0.25,1,1298044,"[1e+06,1.5e+06)","2",1.298044
"237",1,5539543,6664800,100,0.886792,0.235,1,1125257,"[1e+06,1.5e+06)","2",1.125257
"238",1,5328127,6573861,100,0.615385,-0.192,-1,1245734,"[1e+06,1.5e+06)","2",1.245734
"239",1,5049211,6230681,100,0.0694789,-0.0336,-1,1181470,"[1e+06,1.5e+06)","2",1.18147
"240",1,10602895,11898591,100,0.960784,0.245,1,1295696,"[1e+06,1.5e+06)","2",1.295696
"241",1,22489907,23694145,100,1,-0.25,-1,1204238,"[1e+06,1.5e+06)","2",1.204238
"242",1,15405104,16849669,100,1,-0.25,-1,1444565,"[1e+06,1.5e+06)","2",1.444565
"243",1,8071914,9088267,100,0.754386,0.215,1,1016353,"[1e+06,1.5e+06)","2",1.016353
"244",1,9783596,11131873,100,0.408451,0.145,1,1348277,"[1e+06,1.5e+06)","2",1.348277
"245",1,7228472,8418251,100,0.111111,0.05,1,1189779,"[1e+06,1.5e+06)","2",1.189779
"246",1,22801637,23909830,100,1,0.25,1,1108193,"[1e+06,1.5e+06)","2",1.108193
"247",1,21380220,22637045,100,0.851852,-0.23,-1,1256825,"[1e+06,1.5e+06)","2",1.256825
"248",1,6377835,7750656,100,0.923077,-0.24,-1,1372821,"[1e+06,1.5e+06)","2",1.372821
"249",1,11850616,12968538,100,1,-0.25,-1,1117922,"[1e+06,1.5e+06)","2",1.117922
"250",1,12400935,13670529,100,1,0.25,1,1269594,"[1e+06,1.5e+06)","2",1.269594
"251",1,14588332,15969498,100,1,0.25,1,1381166,"[1e+06,1.5e+06)","2",1.381166
"252",1,1350954,2745347,100,1,0.25,1,1394393,"[1e+06,1.5e+06)","2",1.394393
"253",1,16465293,17842279,100,1,0.25,1,1376986,"[1e+06,1.5e+06)","2",1.376986
"254",1,3739284,5061282,100,0.960784,0.245,1,1321998,"[1e+06,1.5e+06)","2",1.321998
"255",1,16212218,17383874,100,0.960784,0.245,1,1171656,"[1e+06,1.5e+06)","2",1.171656
"256",1,21390412,22712670,100,0.960784,0.245,1,1322258,"[1e+06,1.5e+06)","2",1.322258
"257",1,5486958,6956071,100,0.960784,-0.245,-1,1469113,"[1e+06,1.5e+06)","2",1.469113
"258",1,19836200,20924111,100,0.960784,0.245,1,1087911,"[1e+06,1.5e+06)","2",1.087911
"259",1,22008588,23241807,100,0.960784,0.245,1,1233219,"[1e+06,1.5e+06)","2",1.233219
"260",1,21670984,23151752,100,0.111111,-0.05,-1,1480768,"[1e+06,1.5e+06)","2",1.480768
"261",1,10043594,11498996,100,0.785714,0.22,1,1455402,"[1e+06,1.5e+06)","2",1.455402
"262",1,13271532,14571014,100,1,0.25,1,1299482,"[1e+06,1.5e+06)","2",1.299482
"263",1,9798954,10853204,100,1,0.25,1,1054250,"[1e+06,1.5e+06)","2",1.05425
"264",1,16730133,17933423,100,1,-0.25,-1,1203290,"[1e+06,1.5e+06)","2",1.20329
"265",1,14865142,16311469,100,0.746522,-0.2144,-0.955437,1446327,"[1e+06,1.5e+06)","2",1.446327
"266",1,16102377,17231443,100,1,-0.25,-1,1129066,"[1e+06,1.5e+06)","2",1.129066
"267",1,3784320,5061282,100,1,0.25,1,1276962,"[1e+06,1.5e+06)","2",1.276962
"268",1,14571014,15892969,100,0.0752688,-0.035,-1,1321955,"[1e+06,1.5e+06)","2",1.321955
"269",1,9627404,10638675,100,1,-0.25,-1,1011271,"[1e+06,1.5e+06)","2",1.011271
"270",1,14865142,15994263,100,0.846341,-0.2299,-0.919968,1129121,"[1e+06,1.5e+06)","2",1.129121
"271",1,20186581,21294512,100,1,-0.25,-1,1107931,"[1e+06,1.5e+06)","2",1.107931
"272",1,9088267,10212203,100,1,-0.25,-1,1123936,"[1e+06,1.5e+06)","2",1.123936
"273",1,10397173,11632387,100,1,0.25,1,1235214,"[1e+06,1.5e+06)","2",1.235214
"274",1,15064980,16091109,100,0.852071,-0.2304,-1,1026129,"[1e+06,1.5e+06)","2",1.026129
"275",1,6735730,7868799,100,0.666667,0.2,1,1133069,"[1e+06,1.5e+06)","2",1.133069
"276",1,16477164,17664852,100,1,0.25,1,1187688,"[1e+06,1.5e+06)","2",1.187688
"277",1,15667965,17102345,100,0.25,0.1,1,1434380,"[1e+06,1.5e+06)","2",1.43438
"278",1,5358047,6560091,100,0.923077,-0.24,-1,1202044,"[1e+06,1.5e+06)","2",1.202044
"279",1,13832295,14987121,100,0.9216,-0.24,-0.96,1154826,"[1e+06,1.5e+06)","2",1.154826
"280",1,11131873,12345999,100,0.408451,-0.145,-1,1214126,"[1e+06,1.5e+06)","2",1.214126
"281",1,6776604,7878912,100,0.923077,-0.24,-1,1102308,"[1e+06,1.5e+06)","2",1.102308
"282",1,10732370,11850616,100,0.0869565,-0.04,-1,1118246,"[1e+06,1.5e+06)","2",1.118246
"283",1,22314615,23649172,100,0.25,-0.1,-1,1334557,"[1e+06,1.5e+06)","2",1.334557
"284",1,13190583,14392708,100,0.923106,0.2401,1,1202125,"[1e+06,1.5e+06)","2",1.202125
